sed -n '1,260p' \
  src/helico_sensors/helico_sensors/serial_bridge.pytimestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-23T14:35:04.177+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.476+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.576+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.677+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.776+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.877+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:04.976+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.176+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.277+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.476+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.577+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.676+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.777+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.877+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:05.976+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.177+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.476+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.576+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.677+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.777+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.876+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:06.977+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.177+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.477+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.576+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.676+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.777+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.876+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:07.976+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.177+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.476+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.576+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.676+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.777+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.876+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:08.976+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.177+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.477+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.577+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.677+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.777+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.876+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:09.976+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.177+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.476+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.576+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.677+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.776+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.876+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:10.976+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.076+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.176+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.276+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.376+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.477+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.576+01:00,,,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.677+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.776+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.877+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:11.976+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.076+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.176+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.276+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.376+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.476+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.576+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.677+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.776+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.876+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:12.976+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.076+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.177+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.276+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.377+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.476+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.576+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.676+01:00,38.8,1.73,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.777+01:00,42.0,1.31,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.876+01:00,41.2,1.54,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:13.977+01:00,42.5,1.75,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.076+01:00,38.8,1.47,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.177+01:00,39.2,1.89,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.276+01:00,37.9,1.82,,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.377+01:00,37.7,1.51,20.5,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.476+01:00,37.8,1.61,25.5,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.576+01:00,37.5,1.98,23.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.676+01:00,38.4,1.12,24.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.776+01:00,39.8,1.69,18.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.876+01:00,40.9,1.02,25.1,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:14.976+01:00,37.7,1.17,19.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.076+01:00,39.9,1.02,24.4,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.177+01:00,39.5,1.72,22.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.277+01:00,40.5,1.04,25.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.376+01:00,38.4,1.18,24.9,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.476+01:00,37.4,1.6,24.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.576+01:00,37.3,1.2,21.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.676+01:00,39.5,1.6,23.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.776+01:00,41.0,1.86,19.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.877+01:00,39.0,1.22,23.2,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:15.976+01:00,42.5,1.43,19.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.077+01:00,37.0,1.64,25.5,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.177+01:00,42.9,1.04,21.2,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.277+01:00,38.1,1.95,23.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.376+01:00,38.6,1.74,21.2,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.476+01:00,37.6,1.95,18.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.576+01:00,38.5,1.29,22.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.677+01:00,39.3,1.41,21.5,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.777+01:00,39.4,1.31,19.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.876+01:00,38.1,1.12,25.5,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:16.976+01:00,38.7,1.03,24.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.076+01:00,38.8,1.45,18.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.177+01:00,42.2,1.65,25.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.276+01:00,41.4,1.04,23.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.376+01:00,39.9,1.27,23.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.476+01:00,39.4,1.27,25.4,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.576+01:00,40.0,1.48,20.4,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.676+01:00,37.3,1.01,22.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.776+01:00,40.9,1.63,23.4,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.876+01:00,42.5,1.43,22.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:17.976+01:00,39.0,1.01,18.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.076+01:00,41.8,1.9,20.1,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.177+01:00,38.7,1.52,19.1,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.276+01:00,42.3,1.19,25.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.376+01:00,37.9,1.46,22.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.477+01:00,42.5,1.93,20.2,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.576+01:00,40.7,1.87,20.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.677+01:00,38.0,1.09,19.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.776+01:00,41.6,1.54,21.1,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.877+01:00,37.5,1.33,23.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:18.977+01:00,37.6,1.41,21.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.076+01:00,37.0,1.82,20.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.176+01:00,40.5,1.64,24.4,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.276+01:00,39.9,1.96,20.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.376+01:00,38.7,1.03,21.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.476+01:00,42.0,1.98,22.0,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.576+01:00,40.4,1.73,19.9,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.677+01:00,37.0,1.28,22.1,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.776+01:00,40.6,1.01,22.6,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.876+01:00,42.0,1.8,19.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:19.976+01:00,38.6,1.77,20.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.076+01:00,41.7,1.0,20.7,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.177+01:00,41.1,1.68,19.2,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.277+01:00,40.8,1.91,23.2,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.376+01:00,41.7,1.69,21.8,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.476+01:00,41.7,1.72,25.3,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.576+01:00,39.7,1.66,24.9,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.677+01:00,38.0,1.0,23.1,RUNNING,2,EdgeCase2_TO_EdgeCase
2026-09-23T14:35:20.777+01:00,38.0,1.0,22.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:20.876+01:00,39.5,1.35,23.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:20.976+01:00,41.9,1.01,18.3,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.076+01:00,40.5,1.6,24.4,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.177+01:00,37.0,1.79,21.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.277+01:00,38.0,1.55,20.3,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.376+01:00,38.0,1.53,22.6,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.476+01:00,37.4,1.33,21.9,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.576+01:00,42.6,1.45,22.3,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.676+01:00,40.6,1.47,25.1,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.776+01:00,40.2,1.35,24.2,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.876+01:00,37.6,1.94,25.0,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:21.976+01:00,42.9,1.44,19.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.077+01:00,42.8,1.88,18.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.176+01:00,39.4,1.26,19.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.276+01:00,42.7,1.02,19.6,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.376+01:00,41.4,1.83,19.6,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.477+01:00,41.6,1.25,25.8,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.577+01:00,39.5,1.3,24.3,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.677+01:00,41.4,1.16,24.4,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.776+01:00,37.7,1.4,19.7,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.877+01:00,38.2,1.82,21.2,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:22.976+01:00,37.8,1.19,18.7,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.076+01:00,42.2,1.96,18.5,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.177+01:00,39.9,1.66,24.7,PAUSED,3,EdgeCase_TO_3p5_station
2026-09-23T14:35:23.276+01:00,39.1,1.51,24.3,PAUSED,3,EdgeCase_TO_3p5_station
